,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_up_L_down_T_stay,base_llm_gpt4o,0,scissors,scissors,0,0
1,W_up_L_down_T_stay,base_llm_gpt4o,1,scissors,rock,-1,3
2,W_up_L_down_T_stay,base_llm_gpt4o,2,paper,rock,3,-1
3,W_up_L_down_T_stay,base_llm_gpt4o,3,scissors,scissors,0,0
4,W_up_L_down_T_stay,base_llm_gpt4o,4,scissors,rock,-1,3
5,W_up_L_down_T_stay,base_llm_gpt4o,5,paper,rock,3,-1
6,W_up_L_down_T_stay,base_llm_gpt4o,6,scissors,scissors,0,0
7,W_up_L_down_T_stay,base_llm_gpt4o,7,scissors,rock,-1,3
8,W_up_L_down_T_stay,base_llm_gpt4o,8,paper,rock,3,-1
9,W_up_L_down_T_stay,base_llm_gpt4o,9,scissors,scissors,0,0
10,W_up_L_down_T_stay,base_llm_gpt4o,10,scissors,rock,-1,3
11,W_up_L_down_T_stay,base_llm_gpt4o,11,paper,rock,3,-1
12,W_up_L_down_T_stay,base_llm_gpt4o,12,scissors,scissors,0,0
13,W_up_L_down_T_stay,base_llm_gpt4o,13,scissors,rock,-1,3
14,W_up_L_down_T_stay,base_llm_gpt4o,14,paper,rock,3,-1
15,W_up_L_down_T_stay,base_llm_gpt4o,15,scissors,scissors,0,0
16,W_up_L_down_T_stay,base_llm_gpt4o,16,scissors,rock,-1,3
17,W_up_L_down_T_stay,base_llm_gpt4o,17,scissors,rock,-1,3
18,W_up_L_down_T_stay,base_llm_gpt4o,18,paper,rock,3,-1
19,W_up_L_down_T_stay,base_llm_gpt4o,19,scissors,scissors,0,0
20,W_up_L_down_T_stay,base_llm_gpt4o,20,scissors,rock,-1,3
21,W_up_L_down_T_stay,base_llm_gpt4o,21,paper,rock,3,-1
22,W_up_L_down_T_stay,base_llm_gpt4o,22,scissors,scissors,0,0
23,W_up_L_down_T_stay,base_llm_gpt4o,23,scissors,rock,-1,3
24,W_up_L_down_T_stay,base_llm_gpt4o,24,paper,rock,3,-1
25,W_up_L_down_T_stay,base_llm_gpt4o,25,scissors,scissors,0,0
26,W_up_L_down_T_stay,base_llm_gpt4o,26,scissors,rock,-1,3
27,W_up_L_down_T_stay,base_llm_gpt4o,27,paper,rock,3,-1
