,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,prev_outcome_prev_transition,give_hypothesis_gpt4o,0,scissors,paper,3,-1
1,prev_outcome_prev_transition,give_hypothesis_gpt4o,1,scissors,paper,3,-1
2,prev_outcome_prev_transition,give_hypothesis_gpt4o,2,paper,paper,0,0
3,prev_outcome_prev_transition,give_hypothesis_gpt4o,3,paper,rock,3,-1
4,prev_outcome_prev_transition,give_hypothesis_gpt4o,4,paper,scissors,-1,3
5,prev_outcome_prev_transition,give_hypothesis_gpt4o,5,rock,rock,0,0
6,prev_outcome_prev_transition,give_hypothesis_gpt4o,6,rock,scissors,3,-1
7,prev_outcome_prev_transition,give_hypothesis_gpt4o,7,rock,scissors,3,-1
8,prev_outcome_prev_transition,give_hypothesis_gpt4o,8,rock,scissors,3,-1
9,prev_outcome_prev_transition,give_hypothesis_gpt4o,9,rock,scissors,3,-1
10,prev_outcome_prev_transition,give_hypothesis_gpt4o,10,rock,scissors,3,-1
11,prev_outcome_prev_transition,give_hypothesis_gpt4o,11,rock,paper,-1,3
12,prev_outcome_prev_transition,give_hypothesis_gpt4o,12,scissors,paper,3,-1
13,prev_outcome_prev_transition,give_hypothesis_gpt4o,13,paper,rock,3,-1
14,prev_outcome_prev_transition,give_hypothesis_gpt4o,14,rock,rock,0,0
15,prev_outcome_prev_transition,give_hypothesis_gpt4o,15,rock,scissors,3,-1
16,prev_outcome_prev_transition,give_hypothesis_gpt4o,16,rock,scissors,3,-1
17,prev_outcome_prev_transition,give_hypothesis_gpt4o,17,rock,scissors,3,-1
18,prev_outcome_prev_transition,give_hypothesis_gpt4o,18,rock,paper,-1,3
19,prev_outcome_prev_transition,give_hypothesis_gpt4o,19,scissors,scissors,0,0
20,prev_outcome_prev_transition,give_hypothesis_gpt4o,20,scissors,paper,3,-1
21,prev_outcome_prev_transition,give_hypothesis_gpt4o,21,paper,paper,0,0
22,prev_outcome_prev_transition,give_hypothesis_gpt4o,22,paper,rock,3,-1
23,prev_outcome_prev_transition,give_hypothesis_gpt4o,23,paper,rock,3,-1
24,prev_outcome_prev_transition,give_hypothesis_gpt4o,24,paper,rock,3,-1
25,prev_outcome_prev_transition,give_hypothesis_gpt4o,25,paper,scissors,-1,3
26,prev_outcome_prev_transition,give_hypothesis_gpt4o,26,rock,rock,0,0
27,prev_outcome_prev_transition,give_hypothesis_gpt4o,27,rock,scissors,3,-1
28,prev_outcome_prev_transition,give_hypothesis_gpt4o,28,scissors,scissors,0,0
29,prev_outcome_prev_transition,give_hypothesis_gpt4o,29,scissors,paper,3,-1
30,prev_outcome_prev_transition,give_hypothesis_gpt4o,30,paper,paper,0,0
31,prev_outcome_prev_transition,give_hypothesis_gpt4o,31,paper,rock,3,-1
32,prev_outcome_prev_transition,give_hypothesis_gpt4o,32,paper,scissors,-1,3
33,prev_outcome_prev_transition,give_hypothesis_gpt4o,33,rock,rock,0,0
34,prev_outcome_prev_transition,give_hypothesis_gpt4o,34,rock,scissors,3,-1
35,prev_outcome_prev_transition,give_hypothesis_gpt4o,35,rock,scissors,3,-1
36,prev_outcome_prev_transition,give_hypothesis_gpt4o,36,rock,paper,-1,3
37,prev_outcome_prev_transition,give_hypothesis_gpt4o,37,scissors,paper,3,-1
38,prev_outcome_prev_transition,give_hypothesis_gpt4o,38,paper,paper,0,0
39,prev_outcome_prev_transition,give_hypothesis_gpt4o,39,paper,rock,3,-1
40,prev_outcome_prev_transition,give_hypothesis_gpt4o,40,paper,rock,3,-1
41,prev_outcome_prev_transition,give_hypothesis_gpt4o,41,paper,rock,3,-1
42,prev_outcome_prev_transition,give_hypothesis_gpt4o,42,paper,rock,3,-1
43,prev_outcome_prev_transition,give_hypothesis_gpt4o,43,paper,rock,3,-1
44,prev_outcome_prev_transition,give_hypothesis_gpt4o,44,paper,rock,3,-1
45,prev_outcome_prev_transition,give_hypothesis_gpt4o,45,scissors,scissors,0,0
46,prev_outcome_prev_transition,give_hypothesis_gpt4o,46,paper,paper,0,0
47,prev_outcome_prev_transition,give_hypothesis_gpt4o,47,paper,rock,3,-1
48,prev_outcome_prev_transition,give_hypothesis_gpt4o,48,paper,rock,3,-1
49,prev_outcome_prev_transition,give_hypothesis_gpt4o,49,paper,rock,3,-1
50,prev_outcome_prev_transition,give_hypothesis_gpt4o,50,paper,rock,3,-1
51,prev_outcome_prev_transition,give_hypothesis_gpt4o,51,paper,scissors,-1,3
52,prev_outcome_prev_transition,give_hypothesis_gpt4o,52,rock,rock,0,0
53,prev_outcome_prev_transition,give_hypothesis_gpt4o,53,rock,scissors,3,-1
54,prev_outcome_prev_transition,give_hypothesis_gpt4o,54,rock,paper,-1,3
55,prev_outcome_prev_transition,give_hypothesis_gpt4o,55,scissors,paper,3,-1
56,prev_outcome_prev_transition,give_hypothesis_gpt4o,56,paper,paper,0,0
57,prev_outcome_prev_transition,give_hypothesis_gpt4o,57,rock,rock,0,0
58,prev_outcome_prev_transition,give_hypothesis_gpt4o,58,rock,scissors,3,-1
59,prev_outcome_prev_transition,give_hypothesis_gpt4o,59,rock,scissors,3,-1
60,prev_outcome_prev_transition,give_hypothesis_gpt4o,60,rock,paper,-1,3
61,prev_outcome_prev_transition,give_hypothesis_gpt4o,61,scissors,paper,3,-1
62,prev_outcome_prev_transition,give_hypothesis_gpt4o,62,paper,paper,0,0
63,prev_outcome_prev_transition,give_hypothesis_gpt4o,63,paper,rock,3,-1
