,sequential_agent_class,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,0,scissors,scissors,0,0
1,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,1,paper,rock,3,-1
2,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,2,paper,scissors,-1,3
3,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,3,scissors,rock,-1,3
4,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,4,rock,paper,-1,3
5,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,5,paper,scissors,-1,3
6,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,6,scissors,rock,-1,3
7,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,7,rock,scissors,3,-1
8,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,8,rock,rock,0,0
9,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,9,scissors,scissors,0,0
10,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,10,paper,rock,3,-1
11,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,11,paper,scissors,-1,3
12,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,12,scissors,rock,-1,3
13,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,13,rock,scissors,3,-1
14,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,14,paper,rock,3,-1
15,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,15,paper,scissors,-1,3
16,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,16,scissors,rock,-1,3
17,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,17,rock,scissors,3,-1
18,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,18,rock,rock,0,0
19,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,19,scissors,scissors,0,0
20,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,20,paper,rock,3,-1
21,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,21,paper,scissors,-1,3
22,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,22,scissors,rock,-1,3
23,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,23,rock,scissors,3,-1
24,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,24,rock,rock,0,0
25,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,25,paper,scissors,-1,3
