,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_up_L_down_T_stay,gpt4o,0,paper,rock,3,-1
1,W_up_L_down_T_stay,gpt4o,1,scissors,rock,-1,3
2,W_up_L_down_T_stay,gpt4o,2,paper,paper,0,0
3,W_up_L_down_T_stay,gpt4o,3,paper,scissors,-1,3
4,W_up_L_down_T_stay,gpt4o,4,rock,scissors,3,-1
5,W_up_L_down_T_stay,gpt4o,5,paper,scissors,-1,3
6,W_up_L_down_T_stay,gpt4o,6,rock,paper,-1,3
7,W_up_L_down_T_stay,gpt4o,7,scissors,scissors,0,0
8,W_up_L_down_T_stay,gpt4o,8,scissors,paper,3,-1
9,W_up_L_down_T_stay,gpt4o,9,rock,paper,-1,3
10,W_up_L_down_T_stay,gpt4o,10,scissors,scissors,0,0
11,W_up_L_down_T_stay,gpt4o,11,scissors,rock,-1,3
12,W_up_L_down_T_stay,gpt4o,12,paper,rock,3,-1
13,W_up_L_down_T_stay,gpt4o,13,scissors,rock,-1,3
14,W_up_L_down_T_stay,gpt4o,14,paper,paper,0,0
15,W_up_L_down_T_stay,gpt4o,15,paper,paper,0,0
