,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_stay_L_up_T_down,react_gpt4o,0,paper,paper,0,0
1,W_stay_L_up_T_down,react_gpt4o,1,rock,scissors,3,-1
2,W_stay_L_up_T_down,react_gpt4o,2,rock,scissors,3,-1
3,W_stay_L_up_T_down,react_gpt4o,3,rock,paper,-1,3
4,W_stay_L_up_T_down,react_gpt4o,4,paper,rock,3,-1
5,W_stay_L_up_T_down,react_gpt4o,5,paper,scissors,-1,3
6,W_stay_L_up_T_down,react_gpt4o,6,scissors,paper,3,-1
7,W_stay_L_up_T_down,react_gpt4o,7,scissors,rock,-1,3
8,W_stay_L_up_T_down,react_gpt4o,8,rock,scissors,3,-1
9,W_stay_L_up_T_down,react_gpt4o,9,rock,paper,-1,3
10,W_stay_L_up_T_down,react_gpt4o,10,paper,paper,0,0
11,W_stay_L_up_T_down,react_gpt4o,11,rock,paper,-1,3
12,W_stay_L_up_T_down,react_gpt4o,12,paper,paper,0,0
13,W_stay_L_up_T_down,react_gpt4o,13,rock,scissors,3,-1
14,W_stay_L_up_T_down,react_gpt4o,14,scissors,paper,3,-1
15,W_stay_L_up_T_down,react_gpt4o,15,scissors,rock,-1,3
16,W_stay_L_up_T_down,react_gpt4o,16,rock,paper,-1,3
17,W_stay_L_up_T_down,react_gpt4o,17,paper,paper,0,0
18,W_stay_L_up_T_down,react_gpt4o,18,rock,paper,-1,3
19,W_stay_L_up_T_down,react_gpt4o,19,paper,paper,0,0
20,W_stay_L_up_T_down,react_gpt4o,20,rock,paper,-1,3
21,W_stay_L_up_T_down,react_gpt4o,21,paper,paper,0,0
22,W_stay_L_up_T_down,react_gpt4o,22,rock,paper,-1,3
23,W_stay_L_up_T_down,react_gpt4o,23,paper,paper,0,0
24,W_stay_L_up_T_down,react_gpt4o,24,rock,paper,-1,3
25,W_stay_L_up_T_down,react_gpt4o,25,paper,paper,0,0
26,W_stay_L_up_T_down,react_gpt4o,26,rock,paper,-1,3
27,W_stay_L_up_T_down,react_gpt4o,27,paper,paper,0,0
28,W_stay_L_up_T_down,react_gpt4o,28,rock,scissors,3,-1
29,W_stay_L_up_T_down,react_gpt4o,29,rock,paper,-1,3
