,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_stay_L_up_T_down,base_llm_gpt4o,0,paper,scissors,-1,3
1,W_stay_L_up_T_down,base_llm_gpt4o,1,scissors,scissors,0,0
2,W_stay_L_up_T_down,base_llm_gpt4o,2,paper,rock,3,-1
3,W_stay_L_up_T_down,base_llm_gpt4o,3,paper,scissors,-1,3
4,W_stay_L_up_T_down,base_llm_gpt4o,4,scissors,scissors,0,0
5,W_stay_L_up_T_down,base_llm_gpt4o,5,paper,rock,3,-1
6,W_stay_L_up_T_down,base_llm_gpt4o,6,paper,scissors,-1,3
7,W_stay_L_up_T_down,base_llm_gpt4o,7,scissors,scissors,0,0
8,W_stay_L_up_T_down,base_llm_gpt4o,8,paper,rock,3,-1
9,W_stay_L_up_T_down,base_llm_gpt4o,9,paper,scissors,-1,3
10,W_stay_L_up_T_down,base_llm_gpt4o,10,scissors,scissors,0,0
11,W_stay_L_up_T_down,base_llm_gpt4o,11,paper,rock,3,-1
12,W_stay_L_up_T_down,base_llm_gpt4o,12,paper,scissors,-1,3
13,W_stay_L_up_T_down,base_llm_gpt4o,13,scissors,scissors,0,0
14,W_stay_L_up_T_down,base_llm_gpt4o,14,paper,rock,3,-1
15,W_stay_L_up_T_down,base_llm_gpt4o,15,paper,scissors,-1,3
16,W_stay_L_up_T_down,base_llm_gpt4o,16,scissors,scissors,0,0
17,W_stay_L_up_T_down,base_llm_gpt4o,17,scissors,rock,-1,3
18,W_stay_L_up_T_down,base_llm_gpt4o,18,rock,rock,0,0
19,W_stay_L_up_T_down,base_llm_gpt4o,19,scissors,scissors,0,0
20,W_stay_L_up_T_down,base_llm_gpt4o,20,paper,rock,3,-1
21,W_stay_L_up_T_down,base_llm_gpt4o,21,paper,scissors,-1,3
22,W_stay_L_up_T_down,base_llm_gpt4o,22,scissors,scissors,0,0
23,W_stay_L_up_T_down,base_llm_gpt4o,23,paper,rock,3,-1
24,W_stay_L_up_T_down,base_llm_gpt4o,24,paper,scissors,-1,3
25,W_stay_L_up_T_down,base_llm_gpt4o,25,scissors,scissors,0,0
26,W_stay_L_up_T_down,base_llm_gpt4o,26,paper,rock,3,-1
27,W_stay_L_up_T_down,base_llm_gpt4o,27,paper,scissors,-1,3
28,W_stay_L_up_T_down,base_llm_gpt4o,28,scissors,scissors,0,0
29,W_stay_L_up_T_down,base_llm_gpt4o,29,paper,rock,3,-1
30,W_stay_L_up_T_down,base_llm_gpt4o,30,paper,scissors,-1,3
31,W_stay_L_up_T_down,base_llm_gpt4o,31,scissors,scissors,0,0
32,W_stay_L_up_T_down,base_llm_gpt4o,32,paper,rock,3,-1
33,W_stay_L_up_T_down,base_llm_gpt4o,33,paper,scissors,-1,3
34,W_stay_L_up_T_down,base_llm_gpt4o,34,scissors,scissors,0,0
35,W_stay_L_up_T_down,base_llm_gpt4o,35,paper,rock,3,-1
36,W_stay_L_up_T_down,base_llm_gpt4o,36,paper,scissors,-1,3
37,W_stay_L_up_T_down,base_llm_gpt4o,37,scissors,scissors,0,0
38,W_stay_L_up_T_down,base_llm_gpt4o,38,paper,rock,3,-1
39,W_stay_L_up_T_down,base_llm_gpt4o,39,paper,scissors,-1,3
40,W_stay_L_up_T_down,base_llm_gpt4o,40,scissors,scissors,0,0
41,W_stay_L_up_T_down,base_llm_gpt4o,41,paper,rock,3,-1
42,W_stay_L_up_T_down,base_llm_gpt4o,42,paper,scissors,-1,3
43,W_stay_L_up_T_down,base_llm_gpt4o,43,scissors,scissors,0,0
44,W_stay_L_up_T_down,base_llm_gpt4o,44,paper,rock,3,-1
45,W_stay_L_up_T_down,base_llm_gpt4o,45,paper,scissors,-1,3
46,W_stay_L_up_T_down,base_llm_gpt4o,46,scissors,scissors,0,0
47,W_stay_L_up_T_down,base_llm_gpt4o,47,paper,rock,3,-1
